NCTId,BriefTitle,OverallStatus,Phase,Conditions,Interventions,StartDate,LastUpdatePostDate,EnrollmentCount,Countries,BriefSummary,LeadSponsor,LeadSponsorClass,MinAge,MaxAge,StdAges,PrimaryEndpoints,DiseaseEntities,TrialDesign,DiseaseEntity,LLMOverride,TargetCategory,TargetSource,ProductType,ProductTypeSource,ClassificationConfidence,SponsorType,AgeGroup,ProductName,StartYear,SnapshotDate
NCT07333677,In Vivo CAR-T for Refractory Graves' Disease,RECRUITING,EARLY_PHASE1,Graves' Disease,In Vivo CAR-T Therapy,2026-01-29,2026-03-19,5,China,"Graves' disease is an autoimmune thyroid disorder characterized by the production of autoantibodies against the thyroid-stimulating hormone receptor (TRAb), leading to excessive thyroid hormone secretion and systemic manifestations. A subset of patients develop refractory disease, failing to achieve durable remission despite prolonged antithyroid therapy.

This study aims to evaluate the safety and efficacy of HN2301, an in vivo CAR-T therapy in which host T lymphocytes are engineered and transformed to functional CAR-T cells via CD8 antibody-coated LNP delivery of CD19 CAR-mRNA. Participants with refractory Graves' disease will receive three to five administrations of HN2301 and will be regularly monitored for changes in thyroid function, TRAb levels, clinical response, and treatment-related adverse events. The study will provide preliminary evidence on whether HN2301 can induce sustained remission of refractory Graves' disease.",Shanghai Zhongshan Hospital,OTHER,18 Years,75 Years,ADULT|OLDER_ADULT,Incidence and severity of Adverse Events (AEs)|Remission of Graves' disease,Other immune-mediated,Single disease,Other immune-mediated,False,CD19,explicit_marker,In vivo,explicit_in_vivo_title,high,Academic,Adult,hn2301,2026.0,2026-04-25
NCT07266181,Safety and Efficacy of CD19 Chimeric Antigen Receptor T-Cell (CAR-T) in the Treatment of Refractory Membranous Nephropathy,RECRUITING,PHASE1,Refractory Membranous Nephropathy,All patients will receive CD19 CAR-T cell therapy on the basis of standard symptomatic and supportive treatment.,2025-12-08,2025-12-24,5,China,"This study is a single-center, prospective, exploratory Phase I clinical trial initiated by the team led by Associate Professor He Lijie from the Department of Nephrology, Xijing Hospital.

Prior to receiving CAR-T cell therapy, patients will undergo lymphodepletion chemotherapy with cyclophosphamide (fludarabine will be added if necessary). After prophylactic administration of antihistamines and acetaminophen, patients will be infused with CD19 CAR-T cells at a dose of 1×10⁶ cells/kg.

In the subsequent 2 weeks, patients will be hospitalized for monitoring of vital signs and adverse reactions. The planned follow-up duration of this study is 1 years.",The First Affiliated Hospital of Air Force Medicial University,OTHER,18 Years,,ADULT|OLDER_ADULT,Incidence of DLT in rMN subjects after a single infusion of CD19 CAR-T cells|Incidence of AE in rMN subjects after a single infusion of CD19 CAR-T cells,Other immune-mediated,Single disease,Other immune-mediated,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Adult,,2025.0,2026-04-25
NCT07318259,Study of Ultra-Fast BCMA/CD70 CAR-T Therapy for Refractory SLE,RECRUITING,PHASE1,Systemic Lupus Erythematosus,BCMA/CD70 CAR-T cells,2026-01-26,2026-02-03,18,China,This is an investigator-initiated trial aimed at assessing the safety and efficacy of ultra-fast autologous BCMA/CD70-targeted CAR-T cells in the treatment of refractory systemic lupus erythematosus.,"Chongqing Precision Biotech Co., Ltd",INDUSTRY,18 Years,,ADULT|OLDER_ADULT,The safety of CAR-T cell therapy in patients with refractory SLE [Safety]|The changes from baseline in SLEDAI-2K [efficacy]|The changes from baseline in PGA [efficacy]|The changes from baseline in BILAG-2004 [efficacy]|The number of patients with SRI-4 response [efficacy]|The number of patients with LLDAS [efficacy]|The number of patients with DORIS [efficacy],SLE,Single disease,SLE,False,BCMA/CD70 dual,explicit_marker,Autologous,explicit_autologous,high,Industry,Adult,bcma/cd70 dual,2026.0,2026-04-25
NCT07100873,A Phase 1 Study of ADI-001 in Rheumatoid Arthritis,RECRUITING,PHASE1,Rheumatoid Arthritis (RA),ADI-001|Cyclophosphamide|Fludarabine,2025-10-10,2025-12-08,25,China,"ADI-001-106 is a phase 1 study of ADI-001 with a randomized, single-blind, parallel group design to compare two different LD regimens in subjects with treatment-refractory RA. The study will consist of different periods including screening, LD, treatment, and follow-up",Adicet Therapeutics,INDUSTRY,18 Years,80 Years,ADULT|OLDER_ADULT,The Incidence of Subjects with Dose Limiting Toxicities within each dose level cohort,RA,Single disease,RA,False,CD20,named_product,Allogeneic/Off-the-shelf,named_product,high,Industry,Adult,adi-001,2025.0,2026-04-25
NCT06887985,JY231(JY231) Injection for the Treatment of Refractory Autoimmune Diseases (ADs),NOT_YET_RECRUITING,NA,Autoimmune Diseases,JY231 Injection,2025-03-31,2025-03-21,45,,"This study is an investigator-initiated single center, single arm clinical study with a target population of patients with Refractory Autoimmune Diseases (ADs). It is an early exploratory clinical study of the safety, tolerability and initial efficacy of JY231 injection in the treatment of Refractory Autoimmune Diseases (ADs).",He Huang,OTHER,18 Years,75 Years,ADULT|OLDER_ADULT,Incidence of adverse events(AE) after infusion|Maximal Tolerated Dose(MTD),Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CD19,named_product,In vivo,named_product,high,Academic,Adult,jy231,2025.0,2026-04-25
NCT07410377,UCAR T-cell Therapy Targeting CD19/ BCMA(QT-019C) in Patients With Relapse/ Refractory Autoimmune Diseases,NOT_YET_RECRUITING,EARLY_PHASE1,Systemic Lupus Erythematosus|Inflammatory Myopathy,UCAR-T cells,,2026-02-13,15,China,This is an investigator-initiated trial to evaluate the safety and efficacy of universal allogeneic anti-CD19/BCMA CAR T-cells（QT-019C） in With Relapse/Refractory Autoimmune Diseases.,The Affiliated Hospital of Xuzhou Medical University,OTHER,18 Years,,ADULT|OLDER_ADULT,The number and severity of dose-limiting toxicity (DLT) events|To evaluate the safety and tolerability of UCAR T-cell in participants with relapse/ refractory autoimmune diseases|To evaluate the clinical responses and duration of UCAR-T cells in participants with relapse/ refractory autoimmune diseases,SLE,Single disease,SLE,False,CD19/BCMA dual,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Academic,Adult,qt-019c,,2026-04-25
NCT07328581,BCMA-CD19 cCAR T for the Treatment of Refractory Lupus,NOT_YET_RECRUITING,PHASE1|PHASE2,Systemic Lupus Erythematosus (SLE)|Lupus Nephritis (LN),"ICG318, BCMA-CD19-IL-15/IL-15 sushi Compound CAR T following cyclophosphamide-only lymphodepletion",,2026-01-09,20,,"This is a Phase I, IIa, Single-Arm, interventional, open label, treatment study to evaluate the safety and tolerability of BCMA-CD19-IL-15/IL15sushi cCAR T cells in patients with relapsed and/or refractory SLE, with or without Lupus Nephritis.",iCell Gene Therapeutics,INDUSTRY,16 Years,70 Years,CHILD|ADULT|OLDER_ADULT,Number of Adverse Events after ICG318 infusion|DORIS remission rate,SLE,Single disease,SLE,False,CD19/BCMA dual,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Industry,Both,,,2026-04-25
NCT05828212,Evaluate the Safety and Efficacy of CAR-T Cells in the Treatment of R/R Neuromyelitis Optica,COMPLETED,PHASE1,Neuromyelitis Optica,CAR-T cells injection,2023-05-15,2025-08-11,9,China,"This is a single-arm, open-label, single-center, phase I study. The primary objective is to evaluate the safety of CD19 CAR-T therapy for patients with relapsed or refractory Neuromyelitis Optica, and to evaluate the pharmacokinetics of CD19 CAR-T in patients.",Zhejiang University,OTHER,18 Years,60 Years,ADULT,Dose limited toxicity (DLT)|AE and SAE|Maximum tolerable dose,Other immune-mediated,Single disease,Other immune-mediated,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Adult,,2023.0,2026-04-25
NCT06866080,A Study of LCAR-AIO in Subjects With Relapsed/Refractory Autoimmune Diseases,WITHDRAWN,EARLY_PHASE1,Relapsed/Refractory Autoimmune Diseases,LCAR-AIO T cells,2025-06-17,2025-07-08,0,China,"This is a prospective, single-arm, open-label, dose-exploration and expansion clinical study of LCAR-AIO in adult subjects with relapsed/refractory autoimmune diseases.",Nanjing Legend Biotech Co.,INDUSTRY,18 Years,65 Years,ADULT|OLDER_ADULT,Change in Systemic Lupus Erythematosus Disease Activity Index 2000 (SLEDAI-2K) scores from baseline up to 104 weeks|Change in Birmingham vasculitis activity score (BVAS) from baseline up to 104 weeks|Change in modified Rodnan skin score (mRSS) from baseline up to 104 weeks|Change in manual muscle testing (MMT-8) score from baseline up to 104 weeks|Change in Physician global assessment (PGA) scores from baseline up to 104 weeks|Changes from baseline in immunological markers and Immunogenicity (anti-drug antibody) from baseline up to 104 weeks,Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CD19/CD20 dual,named_product,Autologous,named_product,high,Industry,Adult,lcar-aio,2025.0,2026-04-25
NCT06557265,A Phase 1/2 Study of NKX019 in Subjects With Autoimmune Disease (Ntrust-1),RECRUITING,PHASE1|PHASE2,Lupus Nephritis|Primary Membranous Nephropathy,"Fludarabine, Cyclophosphamide|NKX019",2024-06-13,2026-03-09,96,Puerto Rico|United States,"This is an open-label, multi-center, non-randomized, Phase 1/2 study to determine the safety and tolerability of NKX019 (allogeneic CAR NK cells targeting CD19) in participants with active lupus nephritis (LN) or primary membranous nephropathy (pMN).","Nkarta, Inc.",INDUSTRY,18 Years,70 Years,ADULT|OLDER_ADULT,Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability]|Incidence of dose-limiting toxicities (DLTs) [Safety and Tolerability],SLE,Single disease,SLE,False,CD19,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Industry,Adult,,2024.0,2026-04-25
NCT06762119,A Study of CAR-T Cells in Subjects with Autoimmune Diseases,NOT_YET_RECRUITING,EARLY_PHASE1,Autoimmune Diseases,CAR-T cell,2025-01-10,2025-01-07,6,China,The purpose of this study is to assess the safety and efficacy of CAR-T cell therapy in Subjects with autoimmune diseases.,Zhejiang University,OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,"Dose Limiting Toxicity|Frequency of AEs, SAEs",Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CAR-T_unspecified,car_core_fallback,Autologous,default_autologous_no_allo_markers,low,Academic,Adult,,2025.0,2026-04-25
NCT06475495,Comparison of B-cell Depletion by Rituximab and Anti-CD 19 CAR-T Therapy in Patients With Rheumatoid Arthritis,ACTIVE_NOT_RECRUITING,PHASE1|PHASE2,Rheumatoid Arthritis,KYV101|Rituximab (active comparator),2024-12-04,2026-03-05,13,Germany,"The goal of this phase I/II clinical trial is to compare B-cell depletion by rituximab and anti-CD 19 CAR-T therapy in patients with rheumatoid arthritis. The main questions it aims to answer are:

* To assess the safety of anti-CD19 CAR T cell therapy in subjects with active, ACPA positive and treatment refractory RA (Phase-I)
* To assess the safety of anti-CD19 CAR T cell therapy and of rituximab in subjects with active, ACPA positive and treatment refractory RA (Phase-II)
* To assess ACPA seroconversion after anti-CD19 CAR T cell or rituximab therapy in subjects with active, ACPA positive and treatment refractory RA (Phase-II)

Participants in the test-arm will receive a single dose of KYV-101 i.v., an autologous fully-human anti-CD19 CAR T-cell immunotherapy. In the comparator group patients will receive 2x1 g Rituximab i.v.

Follow-up time (both arms) is 52 weeks with regular visits at the site.","Charite University, Berlin, Germany",OTHER,18 Years,80 Years,ADULT|OLDER_ADULT,Safety Phase I (1) Safety|Safety Phase I (2) Safety|Safety Phase I (3) Safety|Safety Phase I (4) Safety|Efficacy Phase II|Safety Phase II (1)|Safety Phase II (2),RA,Single disease,RA,False,CD19,explicit_marker,Autologous,explicit_autologous,high,Academic,Adult,kyv-101,2024.0,2026-04-25
NCT07085104,"A Study to Investigate the Safety and Preliminary Efficacy of ALLO-329, an Allogeneic CAR T-cell Therapy, in Adults With Autoimmune Disease",RECRUITING,PHASE1,Systemic Lupus Erythematosus (With and Without Nephritis)|Idiopathic Inflammatory Myopathy|Systemic Sclerosis,ALLO-329|Cyclophosphamide,2025-11-13,2026-04-07,66,Canada|United States,"This is a first-in-human, single-arm, open-label study evaluating the safety, tolerability, and preliminary efficacy of ALLO-329 in adults with autoimmune diseases: systemic lupus erythematosus (SLE) with and without renal involvement, idiopathic inflammatory myopathy (IIM), and systemic sclerosis (SSc).The purpose of this trial is to evaluate the safety and tolerability of ALLO-329, an allogeneic anti-CD19, anti-CD70 dual chimeric antigen receptor (CAR) T cell therapy, in adults with autoimmune disorders, provide initial evidence of biological activity and clinical response to the treatment and determine the recommended Phase 2 regimen (RP2R).",Allogene Therapeutics,INDUSTRY,18 Years,69 Years,ADULT|OLDER_ADULT,Incidence of Dose Limiting toxicities (DLTs) and Other Safety Parameters,IIM|SLE|SSc,Basket/Multidisease,Basket/Multidisease,False,CD19,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Industry,Adult,,2025.0,2026-04-25
NCT06694298,A Study of SYS6020 Injection in Refractory Active Systemic Lupus Erythematosus,NOT_YET_RECRUITING,PHASE1,Refractory Active Systemic Lupus Erythematosus,SYS6020,2024-12-26,2024-11-19,50,,"This study aimed to observe the safety and tolerability of SYS6020 in adult participants with refractory active systemic lupus erythematosus, determine the recommended dose (RD) that may be explored for subsequent studies, and preliminly evaluate the clinical efficacy of this product,and explore the pharmacokinetics and immunogenicity of SYS6020 injection in those participants.","CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",INDUSTRY,18 Years,70 Years,ADULT|OLDER_ADULT,The frequency and nature of DLT and the incidence of all adverse events and serious adverse events|recommended dose (RD)|Proportion of participants who achieved systemic lupus erythematosus remission (DORIS).,SLE,Single disease,SLE,False,BCMA,named_product,In vivo,named_product,high,Industry,Adult,sys6020,2024.0,2026-04-25
NCT06056921,Safety and Efficacy of CD19 Targeted CAR-T Therapy for Refractory Autoimmune Disease,RECRUITING,PHASE1,SLE (Systemic Lupus)|Sjogren's Syndrome|Systemic Scleroderma|Dermatomyositis|Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,CD19 targeted CAR-T cells,2023-08-31,2023-09-28,24,China,This is a single arm study to evaluate the efficacy and safety of CD19 targeted CAR-T cells therapy for patients with Refractory Autoimmune Disease,"Chongqing Precision Biotech Co., Ltd",INDUSTRY,18 Years,,ADULT|OLDER_ADULT,Incidence of Adverse events after CD19 CAR-T cells infusion [Safety and Tolerability]|Obtain the maximum tolerated dose of CD19 CAR-T cells[Safety and Tolerability]|Efficacy of CAR-T cell preparations in Refractory systemic lupus erythematosus [Effectiveness]|Efficacy of CAR-T cell preparations in Refractory Systemic scleroderma [Effectiveness]|Efficacy of CAR-T cell preparations in Refractory Sjogren's syndrome [Effectiveness]|Efficacy of CAR-T cell preparations in Refractory dermatomyositis [Effectiveness]|Efficacy of CAR-T cell preparations in Refractory The antineutrophil cytoplasmic antibody-associated vasculitides [Effectiveness],IIM|SLE|SSc|Sjogren,Basket/Multidisease,Basket/Multidisease,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Industry,Adult,,2023.0,2026-04-25
